AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"SZINYEI MERSE, Pˇl","(b. 1845, Szinyeújfalu, d. 1920, Jernye)",Poppies in the Field,1902,"Oil on canvas, 89 x 80 cm","Magyar Nemzeti Gal_ria, Budapest",https://www.wga.hu/html/s/szinyei/14szinye.html,painting,landscape,Hungarian,1851-1900
TANZIO DA VARALLO,"(b. ca. 1580, Riale d_Alagna, d. ca. 1632, Varallo)",Landscape with Mountains,-,"Red chalk on pink prepared paper, 235 x 325 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/t/tanzio/study2.html,graphics,landscape,Italian,1601-1650
"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",The Coral Fishers,c. 1622,"Oil on canvas, 94 x 131 cm",Private collection,https://www.wga.hu/html/t/tassi/2coral_f.html,painting,landscape,Italian,1601-1650
"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",Imaginary Landscape with Temple of Sibyl at Tivoli,c. 1625,Fresco,"Palazzo Lancellotti, Rome",https://www.wga.hu/html/t/tassi/imaginar.html,painting,landscape,Italian,1601-1650
"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",A Shipyard,c. 1639,"Oil on canvas, 75 x 99 cm",Private collection,https://www.wga.hu/html/t/tassi/pair2.html,painting,landscape,Italian,1601-1650
"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",Capriccio with the Palazzo dei Conservatori,early 1630s,"Pen and ink, 15 x 20 cm",Private collection,https://www.wga.hu/html/t/tassi/zcapricc.html,graphics,landscape,Italian,1601-1650
"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",River Landscape,c. 1625,"Pen and ink, 15 x 20 cm",Private collection,https://www.wga.hu/html/t/tassi/zriver.html,graphics,landscape,Italian,1601-1650
"TAUNAY, Nicolas Antoine","(b. 1755, Paris, d. 1830, Paris)",Country Landscape,1776,"Oil on canvas, 57 x 45 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/taunay/country.html,painting,landscape,French,1751-1800
"TAUNAY, Nicolas Antoine","(b. 1755, Paris, d. 1830, Paris)",Mountain Landscape,1776,"Oil on canvas, 56 x 44 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/taunay/mountain.html,painting,landscape,French,1751-1800
"TELEPY, Kˇroly","(b. 1828, Debrecen, d. 1906, Budapest)",Carthusian Monastery in the Vicinity of Rome,c. 1858,"Oil on canvas, 65 x 45 cm","Magyar Nemzeti Gal_ria, Budapest",https://www.wga.hu/html/t/telepy/carthusi.html,painting,landscape,Hungarian,1851-1900
"TELEPY, Kˇroly","(b. 1828, Debrecen, d. 1906, Budapest)",The Ruins of DiΩsgyÑr Castle,1860,"Oil on canvas, 53 x 79 cm","Magyar Nemzeti Gal_ria, Budapest",https://www.wga.hu/html/t/telepy/diosgyor.html,painting,landscape,Hungarian,1851-1900
"TELEPY, Kˇroly","(b. 1828, Debrecen, d. 1906, Budapest)",Tarn,1880,"Oil on wood, 24 x 40 cm",Private collection,https://www.wga.hu/html/t/telepy/tarn.html,painting,landscape,Hungarian,1851-1900
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Heron Hunting with the Archduke Leopold Wilhelm,1652-56,"Oil on canvas, 82 x 120 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/t/teniers/jan2/1/hunting.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",River Landscape with Rainbow,1640s,"Oil on panel, 27 x 38 cm",Private collection,https://www.wga.hu/html/t/teniers/jan2/1/rainbow.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",River Landscape with Rainbow (detail),1640s,Oil on panel,Private collection,https://www.wga.hu/html/t/teniers/jan2/1/rainbow1.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Mountain Landscape with a Gypsy Fortune Teller,-,"Oil on canvas, 108 x 135 cm",Private collection,https://www.wga.hu/html/t/teniers/jan2/2/landsca.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Mountain Landscape with a Gypsy Fortune Teller (detail),-,Oil on canvas,Private collection,https://www.wga.hu/html/t/teniers/jan2/2/landsca1.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Landscape,1650s,"Oil on canvas, 98 x 157 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/teniers/jan2/2/landscap.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Landscape with a Shepherd and a Shepherdess,c. 1650,"Oil on canvas, 68 x 93 cm",Private collection,https://www.wga.hu/html/t/teniers/jan2/2/landscax.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",Landscape with Figures Playing Skittles,1645-50,"Oil on panel, marouflaged, 27 x 36 cm",Private collection,https://www.wga.hu/html/t/teniers/jan2/2/skittle.html,painting,landscape,Flemish,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",A View of Het Sterckshof near Antwerp,c. 1646,"Oil on canvas, 82 x 118 cm","National Gallery, London",https://www.wga.hu/html/t/teniers/jan2/2/stercksh.html,painting,landscape,Flemish,1651-1700
"TEYLER, Johannes","(b. 1648, Nijmegen, d. before 1709, Nijmegen)",Admiralty Shipyard,1690s,"Etching from a wooden block, painted in watercolour, 412 x 548 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/teyler/shipyard.html,graphics,landscape,Dutch,1651-1700
"TEYLER, Johannes","(b. 1648, Nijmegen, d. before 1709, Nijmegen)",View toward the Amstel River,1690s,"Colour etching from a wooden block, painted in watercolour, 399 x 550 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/teyler/viewamst.html,graphics,landscape,Dutch,1651-1700
"THAULOW, Fritz","(b. 1847, Oslo, d. 1906, Volendam)",Night,1880s,"Oil on canvas, 61 x 82 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/thaulow/night.html,painting,landscape,Norwegian,1851-1900
"THIELE, Johann Alexander","(b. 1685, Erfurt, d. 1752, Dresden)",View of Dresden from the Loessnitz Heights,1751,"Oil on canvas, 103 x 156 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/t/thiele/viewdres.html,painting,landscape,German,1701-1750
"THOMA, Hans","(b. 1839, Bernau, d. 1924, Karlsruhe)",Summer,1872,"Oil on canvas, 76 x 104 cm","Nationalgalerie, Berlin",https://www.wga.hu/html/t/thoma/thoma2.html,painting,landscape,German,1851-1900
"THOMA, Hans","(b. 1839, Bernau, d. 1924, Karlsruhe)",The Rheine near S_ckingen,1873,"Oil on canvas, 64 x 113 cm","Nationalgalerie, Berlin",https://www.wga.hu/html/t/thoma/thoma3.html,painting,landscape,German,1851-1900
"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",The Greek Fleet in Aulis,1757,Fresco,"Villa Valmarana ai Nani, Vicenza",https://www.wga.hu/html/t/tiepolo/gianbatt/6vicenza/1porteg9.html,painting,landscape,Italian,1701-1750
"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Landscape with Cupid,1757,Fresco,"Villa Valmarana ai Nani, Vicenza",https://www.wga.hu/html/t/tiepolo/gianbatt/6vicenza/2homer6.html,painting,landscape,Italian,1701-1750
"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Landscape with Cupid (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",https://www.wga.hu/html/t/tiepolo/gianbatt/6vicenza/2homer7.html,painting,landscape,Italian,1701-1750
"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Winter Stroll,1757,Fresco,"Villa Valmarana ai Nani, Vicenza",https://www.wga.hu/html/t/tiepolo/giandome/3/04valma1.html,painting,landscape,Italian,1751-1800
"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Summer Stroll (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",https://www.wga.hu/html/t/tiepolo/giandome/3/06valmar.html,painting,landscape,Italian,1751-1800
"TILLEMANS, Peter","(b. ca. 1684, Antwerpen, d. 1734, Norton)","Three Hounds with Sportsman, a Hunt to the Left",1734,"Oil on canvas, 48 x 111 cm","Norfolk Museums, Norwich",https://www.wga.hu/html/t/tilleman/hounds.html,painting,landscape,English,1701-1750
"TILLEMANS, Peter","(b. ca. 1684, Antwerpen, d. 1734, Norton)",A Hunting Piece,-,"Oil on canvas, 47 x 68 cm","Norfolk Museums, Norwich",https://www.wga.hu/html/t/tilleman/hunting.html,painting,landscape,English,1701-1750
"TILLEMANS, Peter","(b. ca. 1684, Antwerpen, d. 1734, Norton)",A Panoramic View of Ashburnham Place,-,"Oil on canvas, 178 x 295 cm",Private collection,https://www.wga.hu/html/t/tilleman/panorami.html,painting,landscape,English,1701-1750
"TILLEMANS, Peter","(b. ca. 1684, Antwerpen, d. 1734, Norton)",View of Windsor Castle,-,"Oil on canvas, 65 x 119 cm",Private collection,https://www.wga.hu/html/t/tilleman/windsor.html,painting,landscape,English,1701-1750
"TIRONI, Francesco","(b. ca. 1745, Venezia, d. 1797, Venezia)","View of Sant'Elena and San Nicol_ di Lido on Ascension Day, Venice",-,"Oil on canvas, 66 x 97 cm",Private collection,https://www.wga.hu/html/t/tironi/ascensio.html,painting,landscape,Italian,1751-1800
"TIRONI, Francesco","(b. ca. 1745, Venezia, d. 1797, Venezia)","View of the Piazzetta from the Bacino di San Marco, Venice",-,"Oil on canvas, 55 x 73 cm",Private collection,https://www.wga.hu/html/t/tironi/piazzett.html,painting,landscape,Italian,1751-1800
"TIVOLI, Serafino de","(b. 1826, Livorno, d. 1892, Firenze)",A Pasture,c. 1859,"Oil on canvas, 102 x 73 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/t/tivoli/pasture.html,painting,landscape,Italian,1851-1900
TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",Rustic Idyll,1507-08,"Oil on panel, 46 x 44 cm","Fogg Art Museum, Harvard University, Cambridge",https://www.wga.hu/html/t/tiziano/01_1510s/01rustic.html,painting,landscape,Italian,1501-1550
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Springtime Landscape under the Sign of Aries and Taurus,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/1spring1.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Springtime Landscape under the Sign of Aries and Taurus (detail),1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/1spring2.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Summer Landscape under the Sign of Leo and Virgo,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/2summer.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Autumn Landscape under the Sign of Libra and Scorpio,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/3autumn.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Winter Landscape under the Sign of Aquarius and Pisces,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/4winter1.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Winter Landscape under the Sign of Aquarius and Pisces (detail),1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/4winter2.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Landscape between Autumn and Winter under the Sign of Sagittarius and Capricorn,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/5betwee1.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",Landscape between Spring and Summer under the Sign of Gemini and Cancer,1580-85,Fresco,"Room of Landscapes, Villa Chiericati, Longa di Schiavon",https://www.wga.hu/html/t/toeput/5betwee2.html,painting,landscape,Flemish,1551-1600
"TOEPUT, Lodewijk","(b. ca. 1550, Antwerpen, d. ca. 1605, Treviso)",View of the Colosseum,1581,"Pen, brown ink, grey and blue wash, 347 x 255 mm","Graphische Sammlung Albertina, Vienna",https://www.wga.hu/html/t/toeput/viewcolo.html,graphics,landscape,Flemish,1551-1600
"TOMMASI, Adolfo","(b. 1851, Livorno, d. 1933, Firenze)",Spring,1890,"Oil on canvas, 150 x 200 cm","Galleria dell'Arte Moderna, Palazzo Pitti, Florence",https://www.wga.hu/html/t/tommasi/spring.html,painting,landscape,Italian,1851-1900
"TOOROP, Jan","(b. 1858, Purworejo, Java, d. 1928, Den Haag)",The Dunes and the Sea at Zoutlande,1907,"Oil on canvas, 48 x 62 cm","Haags Gemeentemuseum, The Hague",https://www.wga.hu/html/t/toorop/dunes.html,painting,landscape,Dutch,1851-1900
"T_PFFER, Adam-Wolfgang","(b. 1766, Gen_ve, d. 1847, Gen_ve)","View near the Village of Gy, in the Geneva Region",-,"Oil on paper laid on board, 38 x 51 cm",Private collection,https://www.wga.hu/html/t/topffer/geneva.html,painting,landscape,Swiss,1801-1850
"T_PFFER, Adam-Wolfgang","(b. 1766, Gen_ve, d. 1847, Gen_ve)",River Landscape,1820s,"Oil on paper, 26 x 34 cm",Private collection,https://www.wga.hu/html/t/topffer/riverlan.html,painting,landscape,Swiss,1801-1850
"TRAUT, Hans",(active 1477-1516 in Nuremberg),Landscape with a High Cliff beside a River,1490s,"Pen and brown ink, brush and watercolour on paper, 200 x 106 mm","Universit_tsbibliothek, Erlangen",https://www.wga.hu/html/t/traut/hans/landscap.html,graphics,landscape,German,1451-1500
"TRAVI, Antonio","(b. 1608, Sestri Ponente, d. 1665, Sestri Ponente)",Coastal Landscape with Fishermen,-,"Oil on canvas, 53 x 86 cm",Private collection,https://www.wga.hu/html/t/travi/coastal.html,painting,landscape,Italian,1601-1650
"TRAVI, Antonio","(b. 1608, Sestri Ponente, d. 1665, Sestri Ponente)",Sea View with Fishermen and Tumbledown Tower,-,"Oil on canvas, 125 x 177 cm",Private collection,https://www.wga.hu/html/t/travi/sea_view.html,painting,landscape,Italian,1601-1650
"TROYON, Constant","(b. 1810, S_vres, d. 1865, Paris)",Cows in the Field,c. 1852,"Oil on canvas, 93 x 75 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/t/troyon/cowfield.html,painting,landscape,French,1851-1900
"TROYON, Constant","(b. 1810, S_vres, d. 1865, Paris)",The Ford,1852,"Oil on canvas, 73 x 106 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/t/troyon/ford.html,painting,landscape,French,1851-1900
"TROYON, Constant","(b. 1810, S_vres, d. 1865, Paris)",Cows Grazing in a Glade,c. 1840,"Pastel on paper, 77 x 66 cm",Private collection,https://www.wga.hu/html/t/troyon/grazing.html,painting,landscape,French,1851-1900
"TROYON, Constant","(b. 1810, S_vres, d. 1865, Paris)",Return of the Herd,c. 1860,"Oil on canvas, 79 x 92 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/t/troyon/returnhe.html,painting,landscape,French,1851-1900
"TROYON, Constant","(b. 1810, S_vres, d. 1865, Paris)",The Angler,-,"Oil on canvas, 161 x 130 cm","Museu Calouste Gulbenkian, Lisbon",https://www.wga.hu/html/t/troyon/theangle.html,painting,landscape,French,1851-1900
"TR_BNER, Wilhelm","(b. 1851, Heidelberg, d. 1917, Karlsruhe)","Neuburg Gates, Heidelberg",1913,"Oil on canvas, 62 x 80 cn","Kunsthalle, Mannheim",https://www.wga.hu/html/t/trubner/neuburg.html,painting,landscape,German,1851-1900
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Fishermen at Sea,c. 1796,"Oil on canvas, 91 x 122 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/100turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Morning amongst the Coniston Fells,1798,"Oil on canvas, 123 x 90 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/101turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Dutch Boats in a Gale,1801,"Oil on canvas, 163 x 221 cm","National Gallery, London",https://www.wga.hu/html/t/turner/1/102turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",The Shipwreck,c. 1805,"Oil on canvas, 171 x 240 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/103turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",The Fall of an Avalanche in the Grisons,1810,"Oil on canvas, 90 x 120 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/104turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Frosty Morning,1813,"Oil on canvas, 114 x 175 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/106turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",San Giorgio Maggiore at Dawn,1819,"Watercolour, 224 x 287 mm","Tate Gallery, London",https://www.wga.hu/html/t/turner/1/108turne.html,graphics,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)","Quillebeuf, at the Mouth of Seine",1833,"Oil on canvas, 88 x 120 cm","Museu Calouste Gulbenkian, Lisbon",https://www.wga.hu/html/t/turner/1/109turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)","The Grand Canal, Venice",1835,"Oil on canvas, 91 x 122 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/t/turner/1/110turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Landscape with a River and a Bay in the Background,1835-40,"Oil on canvas, 93 x 123 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/t/turner/1/111turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",View of Rome from Mount Aventine,1836,"Oil on canvas, 93 x 126 cm",Private collection,https://www.wga.hu/html/t/turner/2/200turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",The 'Fighting Temeraire' tugged to her Last Berth to be broken up,1838-39,"Oil on canvas, 91 x 122 cm","National Gallery, London",https://www.wga.hu/html/t/turner/2/201turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Peace - Burial at Sea,1842,"Oil on canvas, 87 x 86,5 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/2/202turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)","War, the Exile and the Rock Limpet",1842,"Oil on canvas, 79,5 x 79,5 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/2/203turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Snow Storm: Steam-Boat off a Harbour's Mouth,c. 1842,"Oil on canvas, 91 x 122 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/2/2040turn.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",Camposanto,1842,"Oil on canvas, 61 x 91 cm","Toledo Museum of Art, Toledo, Ohio",https://www.wga.hu/html/t/turner/2/2041turn.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)",The Morning after the Deluge,c. 1843,"Oil on canvas, 78,5 x 78,5 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/2/204turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)","Rain, Steam and Speed The Great Western Railway",before 1844,"Oil on canvas, 91 x 122 cm","National Gallery, London",https://www.wga.hu/html/t/turner/2/205turne.html,painting,landscape,English,1801-1850
"TURNER, Joseph Mallord William","(b. 1775, London, d. 1851, Chelsea)","Norham Castle, Sunrise",1845,"Oil on canvas, 91 x 122 cm","Tate Gallery, London",https://www.wga.hu/html/t/turner/2/206turne.html,painting,landscape,English,1801-1850
